,node,x_pos,y_pos
0,0,0.0448054195430847,0.9479305927160708
1,1,0.07783956653351634,-0.7651557891426224
2,2,0.9334143371454405,-0.17274445196684712
3,3,0.30088801578239344,0.9168467208837182
4,4,-0.15841577464075154,-0.9999999999999999
5,5,0.12807024693025867,0.10194385051465012
6,6,-0.30591220946827063,0.7719326292442792
7,7,-0.6242096701710409,-0.8040083254140507
8,8,0.9272031989662891,-0.02144820913362494
9,9,-0.06443641150316005,0.8450044825827087
10,10,-0.38030747400319687,-0.9310498046979413
11,11,0.37141404918302984,-0.8688259645277823
12,12,0.5798999345186975,-0.534684163710173
13,13,0.7451830405181042,0.5471502226445569
14,14,0.0381345534085012,0.021994245046678847
15,15,-0.1251777963051178,0.24600807713007053
16,16,0.3147879964341768,-0.5628424607025981
17,17,-0.25494603844628183,-0.9083386449213273
18,18,0.8672423284062213,0.3282112665936948
19,19,-0.39467876858894774,-0.1833883020683531
20,20,0.23871763567011486,-0.315497808511796
21,21,-0.03459229432349947,-0.8940190572663157
22,22,0.9081652091471586,0.10631022659714201
23,23,-0.5773998903168448,-0.3147925393581296
24,24,-0.634100098322004,-0.1942395694060797
25,25,-0.3801926539413506,-0.4761323218847614
26,26,-0.0680808866811076,-0.3040458336077429
27,27,-0.8878496764455753,0.5780583750069738
28,28,0.7741189886097183,-0.1588735804765081
29,29,0.7577162910512567,0.3702248671863074
30,30,-0.8906061164340876,-0.19479379130138455
31,31,-0.5098096240996624,0.8125796645774218
32,32,-0.822627441134196,-0.5387934704695805
33,33,0.40945381518824875,0.850749057845875
34,34,-0.25138370078517264,0.9671333764022563
35,35,0.1782597696986112,-0.9175597845526215
36,36,-0.6855506582835897,0.6859460951547243
37,37,0.6255905622845421,-0.7462959355273344
38,38,-0.9739702240959207,0.19346076442601357
39,39,0.16240912161902668,0.8292822069705122
40,40,0.5296371719519855,0.7911176412417926
41,41,0.9423378141408024,-0.30691835485736846
42,42,-0.7647114512916743,-0.6828637169968726
43,43,-0.9153303350905025,0.38269412137939063
44,44,0.7676126401529345,-0.5495472738900489
45,45,-0.6093398190169902,0.7720785520340648
46,46,-0.9439846564299716,0.06191104847851643
47,47,-0.8664936623081378,0.2727931863147577
48,48,0.7135523325308591,0.7045102715875561
49,49,0.27435225592102475,0.4979261677848078
50,50,-0.782473353516502,0.5123889812429676
51,51,0.8585994893343838,-0.4493513614088591
52,52,-0.9642874448587161,-0.0794412292502078
53,53,-0.4938778220061447,-0.8552926511113105
54,54,0.6069505057608622,0.664746967661372
55,55,-0.19172886791401866,0.5846595947920821
56,56,0.9325936782630857,0.2355663748120215
57,57,0.5475248517281078,-0.8702152326907409
